rowid,SPCD,COUNTYCD,COUNT,FIA Code,Common Name,Genus,Species,name
1452,746.0,093,34,746,quaking aspen,Populus,tremuloides,Meeker
1453,746.0,095,2684,746,quaking aspen,Populus,tremuloides,Mille Lacs
1454,746.0,097,4540,746,quaking aspen,Populus,tremuloides,Morrison
1455,746.0,099,2,746,quaking aspen,Populus,tremuloides,Mower
1456,746.0,103,2,746,quaking aspen,Populus,tremuloides,Nicollet
1457,746.0,107,877,746,quaking aspen,Populus,tremuloides,Norman
1458,746.0,109,187,746,quaking aspen,Populus,tremuloides,Olmsted
1459,746.0,111,2350,746,quaking aspen,Populus,tremuloides,Otter Tail
1460,746.0,113,2011,746,quaking aspen,Populus,tremuloides,Pennington
1461,746.0,115,14964,746,quaking aspen,Populus,tremuloides,Pine
1462,746.0,119,1651,746,quaking aspen,Populus,tremuloides,Polk
1463,746.0,121,109,746,quaking aspen,Populus,tremuloides,Pope
1464,746.0,123,100,746,quaking aspen,Populus,tremuloides,Ramsey
1465,746.0,125,1556,746,quaking aspen,Populus,tremuloides,Red Lake
1466,746.0,131,54,746,quaking aspen,Populus,tremuloides,Rice
1467,746.0,135,8423,746,quaking aspen,Populus,tremuloides,Roseau
1468,746.0,137,75692,746,quaking aspen,Populus,tremuloides,Saint Louis
1469,746.0,139,92,746,quaking aspen,Populus,tremuloides,Scott
1470,746.0,141,453,746,quaking aspen,Populus,tremuloides,Sherburne
1471,746.0,143,11,746,quaking aspen,Populus,tremuloides,Sibley
1472,746.0,145,363,746,quaking aspen,Populus,tremuloides,Stearns
1473,746.0,147,46,746,quaking aspen,Populus,tremuloides,Steele
1474,746.0,153,1833,746,quaking aspen,Populus,tremuloides,Todd
1475,746.0,157,294,746,quaking aspen,Populus,tremuloides,Wabasha
1476,746.0,159,2777,746,quaking aspen,Populus,tremuloides,Wadena
1477,746.0,161,9,746,quaking aspen,Populus,tremuloides,Waseca
1478,746.0,163,223,746,quaking aspen,Populus,tremuloides,Washington
1479,746.0,169,315,746,quaking aspen,Populus,tremuloides,Winona
1480,746.0,171,143,746,quaking aspen,Populus,tremuloides,Wright
1481,753.0,073,13,753,Lombardy poplar,Populus,nigra,Lac qui Parle
1482,753.0,089,59,753,Lombardy poplar,Populus,nigra,Marshall
1483,753.0,111,12,753,Lombardy poplar,Populus,nigra,Otter Tail
1484,760.0,005,2,760,cherry and plum spp.,Prunus,spp.,Becker
1485,760.0,021,9,760,cherry and plum spp.,Prunus,spp.,Cass
1486,760.0,031,2,760,cherry and plum spp.,Prunus,spp.,Cook
1487,760.0,035,1,760,cherry and plum spp.,Prunus,spp.,Crow Wing
1488,760.0,049,11,760,cherry and plum spp.,Prunus,spp.,Goodhue
1489,760.0,067,2,760,cherry and plum spp.,Prunus,spp.,Kandiyohi
1490,760.0,079,2,760,cherry and plum spp.,Prunus,spp.,Le Sueur
1491,760.0,081,17,760,cherry and plum spp.,Prunus,spp.,Lincoln
1492,760.0,097,1,760,cherry and plum spp.,Prunus,spp.,Morrison
1493,760.0,113,12,760,cherry and plum spp.,Prunus,spp.,Pennington
1494,760.0,119,14,760,cherry and plum spp.,Prunus,spp.,Polk
1495,760.0,137,6,760,cherry and plum spp.,Prunus,spp.,Saint Louis
1496,760.0,139,10,760,cherry and plum spp.,Prunus,spp.,Scott
1497,760.0,157,6,760,cherry and plum spp.,Prunus,spp.,Wabasha
1498,761.0,001,64,761,pin cherry,Prunus,pensylvanica,Aitkin
1499,761.0,003,2,761,pin cherry,Prunus,pensylvanica,Anoka
1500,761.0,005,35,761,pin cherry,Prunus,pensylvanica,Becker
1501,761.0,007,69,761,pin cherry,Prunus,pensylvanica,Beltrami
1502,761.0,017,37,761,pin cherry,Prunus,pensylvanica,Carlton
1503,761.0,019,1,761,pin cherry,Prunus,pensylvanica,Carver
1504,761.0,021,154,761,pin cherry,Prunus,pensylvanica,Cass
1505,761.0,025,13,761,pin cherry,Prunus,pensylvanica,Chisago
1506,761.0,029,29,761,pin cherry,Prunus,pensylvanica,Clearwater
1507,761.0,031,235,761,pin cherry,Prunus,pensylvanica,Cook
1508,761.0,035,23,761,pin cherry,Prunus,pensylvanica,Crow Wing
1509,761.0,045,3,761,pin cherry,Prunus,pensylvanica,Fillmore
1510,761.0,049,6,761,pin cherry,Prunus,pensylvanica,Goodhue
1511,761.0,055,1,761,pin cherry,Prunus,pensylvanica,Houston
1512,761.0,057,77,761,pin cherry,Prunus,pensylvanica,Hubbard
1513,761.0,059,5,761,pin cherry,Prunus,pensylvanica,Isanti
1514,761.0,061,141,761,pin cherry,Prunus,pensylvanica,Itasca
1515,761.0,065,4,761,pin cherry,Prunus,pensylvanica,Kanabec
1516,761.0,069,1,761,pin cherry,Prunus,pensylvanica,Kittson
1517,761.0,071,28,761,pin cherry,Prunus,pensylvanica,Koochiching
1518,761.0,075,184,761,pin cherry,Prunus,pensylvanica,Lake
1519,761.0,077,7,761,pin cherry,Prunus,pensylvanica,Lake of the Woods
1520,761.0,087,7,761,pin cherry,Prunus,pensylvanica,Mahnomen
1521,761.0,089,1,761,pin cherry,Prunus,pensylvanica,Marshall
1522,761.0,095,15,761,pin cherry,Prunus,pensylvanica,Mille Lacs
1523,761.0,097,15,761,pin cherry,Prunus,pensylvanica,Morrison
1524,761.0,103,20,761,pin cherry,Prunus,pensylvanica,Nicollet
1525,761.0,111,6,761,pin cherry,Prunus,pensylvanica,Otter Tail
1526,761.0,113,6,761,pin cherry,Prunus,pensylvanica,Pennington
1527,761.0,115,45,761,pin cherry,Prunus,pensylvanica,Pine
1528,761.0,125,1,761,pin cherry,Prunus,pensylvanica,Red Lake
1529,761.0,135,8,761,pin cherry,Prunus,pensylvanica,Roseau
1530,761.0,137,194,761,pin cherry,Prunus,pensylvanica,Saint Louis
1531,761.0,141,2,761,pin cherry,Prunus,pensylvanica,Sherburne
1532,761.0,143,2,761,pin cherry,Prunus,pensylvanica,Sibley
1533,761.0,145,4,761,pin cherry,Prunus,pensylvanica,Stearns
1534,761.0,147,1,761,pin cherry,Prunus,pensylvanica,Steele
1535,761.0,153,4,761,pin cherry,Prunus,pensylvanica,Todd
1536,761.0,157,2,761,pin cherry,Prunus,pensylvanica,Wabasha
1537,761.0,159,20,761,pin cherry,Prunus,pensylvanica,Wadena
1538,761.0,161,1,761,pin cherry,Prunus,pensylvanica,Waseca
1539,761.0,171,10,761,pin cherry,Prunus,pensylvanica,Wright
1540,762.0,001,30,762,black cherry,Prunus,serotina,Aitkin
1541,762.0,003,142,762,black cherry,Prunus,serotina,Anoka
1542,762.0,005,151,762,black cherry,Prunus,serotina,Becker
1543,762.0,007,46,762,black cherry,Prunus,serotina,Beltrami
1544,762.0,009,32,762,black cherry,Prunus,serotina,Benton
1545,762.0,013,38,762,black cherry,Prunus,serotina,Blue Earth
1546,762.0,017,16,762,black cherry,Prunus,serotina,Carlton
1547,762.0,019,5,762,black cherry,Prunus,serotina,Carver
1548,762.0,021,253,762,black cherry,Prunus,serotina,Cass
1549,762.0,025,91,762,black cherry,Prunus,serotina,Chisago
1550,762.0,027,6,762,black cherry,Prunus,serotina,Clay
1551,762.0,029,67,762,black cherry,Prunus,serotina,Clearwater
1552,762.0,031,21,762,black cherry,Prunus,serotina,Cook
1553,762.0,035,121,762,black cherry,Prunus,serotina,Crow Wing
1554,762.0,037,90,762,black cherry,Prunus,serotina,Dakota
1555,762.0,039,53,762,black cherry,Prunus,serotina,Dodge
1556,762.0,041,11,762,black cherry,Prunus,serotina,Douglas
1557,762.0,043,10,762,black cherry,Prunus,serotina,Faribault
1558,762.0,045,359,762,black cherry,Prunus,serotina,Fillmore
1559,762.0,047,29,762,black cherry,Prunus,serotina,Freeborn
1560,762.0,049,153,762,black cherry,Prunus,serotina,Goodhue
1561,762.0,053,76,762,black cherry,Prunus,serotina,Hennepin
1562,762.0,055,289,762,black cherry,Prunus,serotina,Houston
1563,762.0,057,135,762,black cherry,Prunus,serotina,Hubbard
1564,762.0,059,88,762,black cherry,Prunus,serotina,Isanti
1565,762.0,061,39,762,black cherry,Prunus,serotina,Itasca
1566,762.0,065,43,762,black cherry,Prunus,serotina,Kanabec
1567,762.0,067,13,762,black cherry,Prunus,serotina,Kandiyohi
1568,762.0,069,6,762,black cherry,Prunus,serotina,Kittson
1569,762.0,071,40,762,black cherry,Prunus,serotina,Koochiching
1570,762.0,075,74,762,black cherry,Prunus,serotina,Lake
1571,762.0,077,1,762,black cherry,Prunus,serotina,Lake of the Woods
1572,762.0,079,8,762,black cherry,Prunus,serotina,Le Sueur
1573,762.0,085,28,762,black cherry,Prunus,serotina,McLeod
1574,762.0,087,73,762,black cherry,Prunus,serotina,Mahnomen
1575,762.0,089,19,762,black cherry,Prunus,serotina,Marshall
1576,762.0,093,37,762,black cherry,Prunus,serotina,Meeker
1577,762.0,095,23,762,black cherry,Prunus,serotina,Mille Lacs
1578,762.0,097,123,762,black cherry,Prunus,serotina,Morrison
1579,762.0,099,17,762,black cherry,Prunus,serotina,Mower
1580,762.0,101,4,762,black cherry,Prunus,serotina,Murray
1581,762.0,103,9,762,black cherry,Prunus,serotina,Nicollet
1582,762.0,107,5,762,black cherry,Prunus,serotina,Norman
1583,762.0,109,148,762,black cherry,Prunus,serotina,Olmsted
1584,762.0,111,83,762,black cherry,Prunus,serotina,Otter Tail
1585,762.0,113,2,762,black cherry,Prunus,serotina,Pennington
1586,762.0,115,207,762,black cherry,Prunus,serotina,Pine
1587,762.0,119,38,762,black cherry,Prunus,serotina,Polk
1588,762.0,121,4,762,black cherry,Prunus,serotina,Pope
1589,762.0,123,1,762,black cherry,Prunus,serotina,Ramsey
1590,762.0,125,7,762,black cherry,Prunus,serotina,Red Lake
1591,762.0,131,44,762,black cherry,Prunus,serotina,Rice
1592,762.0,135,2,762,black cherry,Prunus,serotina,Roseau
1593,762.0,137,40,762,black cherry,Prunus,serotina,Saint Louis
1594,762.0,139,59,762,black cherry,Prunus,serotina,Scott
1595,762.0,141,130,762,black cherry,Prunus,serotina,Sherburne
1596,762.0,143,4,762,black cherry,Prunus,serotina,Sibley
1597,762.0,145,66,762,black cherry,Prunus,serotina,Stearns
1598,762.0,147,94,762,black cherry,Prunus,serotina,Steele
1599,762.0,153,70,762,black cherry,Prunus,serotina,Todd
1600,762.0,157,206,762,black cherry,Prunus,serotina,Wabasha
1601,762.0,159,72,762,black cherry,Prunus,serotina,Wadena
1602,762.0,161,1,762,black cherry,Prunus,serotina,Waseca
1603,762.0,163,108,762,black cherry,Prunus,serotina,Washington
1604,762.0,169,312,762,black cherry,Prunus,serotina,Winona
1605,762.0,171,34,762,black cherry,Prunus,serotina,Wright
1606,762.0,173,1,762,black cherry,Prunus,serotina,Yellow Medicine
1607,763.0,001,191,763,chokecherry,Prunus,virginiana,Aitkin
1608,763.0,003,7,763,chokecherry,Prunus,virginiana,Anoka
1609,763.0,005,82,763,chokecherry,Prunus,virginiana,Becker
1610,763.0,007,177,763,chokecherry,Prunus,virginiana,Beltrami
1611,763.0,009,11,763,chokecherry,Prunus,virginiana,Benton
1612,763.0,011,1,763,chokecherry,Prunus,virginiana,Big Stone
1613,763.0,015,1,763,chokecherry,Prunus,virginiana,Brown
1614,763.0,017,77,763,chokecherry,Prunus,virginiana,Carlton
1615,763.0,019,1,763,chokecherry,Prunus,virginiana,Carver
1616,763.0,021,320,763,chokecherry,Prunus,virginiana,Cass
1617,763.0,025,3,763,chokecherry,Prunus,virginiana,Chisago
1618,763.0,027,4,763,chokecherry,Prunus,virginiana,Clay
1619,763.0,029,61,763,chokecherry,Prunus,virginiana,Clearwater
1620,763.0,031,203,763,chokecherry,Prunus,virginiana,Cook
1621,763.0,035,61,763,chokecherry,Prunus,virginiana,Crow Wing
1622,763.0,037,14,763,chokecherry,Prunus,virginiana,Dakota
1623,763.0,039,8,763,chokecherry,Prunus,virginiana,Dodge
1624,763.0,041,2,763,chokecherry,Prunus,virginiana,Douglas
1625,763.0,045,44,763,chokecherry,Prunus,virginiana,Fillmore
1626,763.0,047,1,763,chokecherry,Prunus,virginiana,Freeborn
1627,763.0,049,11,763,chokecherry,Prunus,virginiana,Goodhue
1628,763.0,051,6,763,chokecherry,Prunus,virginiana,Grant
1629,763.0,053,1,763,chokecherry,Prunus,virginiana,Hennepin
1630,763.0,055,19,763,chokecherry,Prunus,virginiana,Houston
1631,763.0,057,147,763,chokecherry,Prunus,virginiana,Hubbard
1632,763.0,059,35,763,chokecherry,Prunus,virginiana,Isanti
1633,763.0,061,252,763,chokecherry,Prunus,virginiana,Itasca
1634,763.0,065,44,763,chokecherry,Prunus,virginiana,Kanabec
1635,763.0,067,11,763,chokecherry,Prunus,virginiana,Kandiyohi
1636,763.0,069,40,763,chokecherry,Prunus,virginiana,Kittson
1637,763.0,071,164,763,chokecherry,Prunus,virginiana,Koochiching
1638,763.0,073,2,763,chokecherry,Prunus,virginiana,Lac qui Parle
1639,763.0,075,193,763,chokecherry,Prunus,virginiana,Lake
1640,763.0,077,79,763,chokecherry,Prunus,virginiana,Lake of the Woods
1641,763.0,079,1,763,chokecherry,Prunus,virginiana,Le Sueur
1642,763.0,085,9,763,chokecherry,Prunus,virginiana,McLeod
1643,763.0,087,45,763,chokecherry,Prunus,virginiana,Mahnomen
1644,763.0,089,95,763,chokecherry,Prunus,virginiana,Marshall
1645,763.0,091,7,763,chokecherry,Prunus,virginiana,Martin
1646,763.0,093,10,763,chokecherry,Prunus,virginiana,Meeker
1647,763.0,095,24,763,chokecherry,Prunus,virginiana,Mille Lacs
1648,763.0,097,79,763,chokecherry,Prunus,virginiana,Morrison
1649,763.0,107,20,763,chokecherry,Prunus,virginiana,Norman
1650,763.0,109,15,763,chokecherry,Prunus,virginiana,Olmsted
1651,763.0,111,48,763,chokecherry,Prunus,virginiana,Otter Tail
1652,763.0,113,26,763,chokecherry,Prunus,virginiana,Pennington
1653,763.0,115,88,763,chokecherry,Prunus,virginiana,Pine
1654,763.0,119,45,763,chokecherry,Prunus,virginiana,Polk
1655,763.0,121,2,763,chokecherry,Prunus,virginiana,Pope
1656,763.0,125,6,763,chokecherry,Prunus,virginiana,Red Lake
1657,763.0,131,12,763,chokecherry,Prunus,virginiana,Rice
1658,763.0,135,95,763,chokecherry,Prunus,virginiana,Roseau
1659,763.0,137,292,763,chokecherry,Prunus,virginiana,Saint Louis
1660,763.0,139,5,763,chokecherry,Prunus,virginiana,Scott
1661,763.0,141,10,763,chokecherry,Prunus,virginiana,Sherburne
1662,763.0,145,12,763,chokecherry,Prunus,virginiana,Stearns
1663,763.0,151,4,763,chokecherry,Prunus,virginiana,Swift
1664,763.0,153,23,763,chokecherry,Prunus,virginiana,Todd
1665,763.0,157,11,763,chokecherry,Prunus,virginiana,Wabasha
1666,763.0,159,60,763,chokecherry,Prunus,virginiana,Wadena
1667,763.0,161,2,763,chokecherry,Prunus,virginiana,Waseca
1668,763.0,163,2,763,chokecherry,Prunus,virginiana,Washington
1669,763.0,167,14,763,chokecherry,Prunus,virginiana,Wilkin
1670,763.0,169,36,763,chokecherry,Prunus,virginiana,Winona
1671,763.0,171,7,763,chokecherry,Prunus,virginiana,Wright
1672,765.0,007,1,765,Canada plum,Prunus,nigra,Beltrami
1673,765.0,071,6,765,Canada plum,Prunus,nigra,Koochiching
1674,765.0,097,2,765,Canada plum,Prunus,nigra,Morrison
1675,765.0,109,7,765,Canada plum,Prunus,nigra,Olmsted
1676,765.0,135,2,765,Canada plum,Prunus,nigra,Roseau
1677,766.0,003,2,766,American plum,Prunus,americana,Anoka
1678,766.0,005,2,766,American plum,Prunus,americana,Becker
1679,766.0,009,6,766,American plum,Prunus,americana,Benton
1680,766.0,013,9,766,American plum,Prunus,americana,Blue Earth
1681,766.0,015,2,766,American plum,Prunus,americana,Brown
1682,766.0,019,24,766,American plum,Prunus,americana,Carver
1683,766.0,033,1,766,American plum,Prunus,americana,Cottonwood
1684,766.0,037,8,766,American plum,Prunus,americana,Dakota
1685,766.0,041,3,766,American plum,Prunus,americana,Douglas
1686,766.0,043,2,766,American plum,Prunus,americana,Faribault
1687,766.0,045,27,766,American plum,Prunus,americana,Fillmore
1688,766.0,049,11,766,American plum,Prunus,americana,Goodhue
1689,766.0,055,27,766,American plum,Prunus,americana,Houston
1690,766.0,059,1,766,American plum,Prunus,americana,Isanti
1691,766.0,061,2,766,American plum,Prunus,americana,Itasca
1692,766.0,063,2,766,American plum,Prunus,americana,Jackson
1693,766.0,071,3,766,American plum,Prunus,americana,Koochiching
1694,766.0,073,11,766,American plum,Prunus,americana,Lac qui Parle
1695,766.0,075,3,766,American plum,Prunus,americana,Lake
1696,766.0,085,1,766,American plum,Prunus,americana,McLeod
1697,766.0,087,1,766,American plum,Prunus,americana,Mahnomen
1698,766.0,095,1,766,American plum,Prunus,americana,Mille Lacs
1699,766.0,097,11,766,American plum,Prunus,americana,Morrison
1700,766.0,099,16,766,American plum,Prunus,americana,Mower
1701,766.0,103,10,766,American plum,Prunus,americana,Nicollet
1702,766.0,109,1,766,American plum,Prunus,americana,Olmsted
1703,766.0,111,12,766,American plum,Prunus,americana,Otter Tail
1704,766.0,115,24,766,American plum,Prunus,americana,Pine
1705,766.0,125,2,766,American plum,Prunus,americana,Red Lake
1706,766.0,129,28,766,American plum,Prunus,americana,Renville
1707,766.0,137,2,766,American plum,Prunus,americana,Saint Louis
1708,766.0,141,3,766,American plum,Prunus,americana,Sherburne
1709,766.0,143,8,766,American plum,Prunus,americana,Sibley
1710,766.0,147,10,766,American plum,Prunus,americana,Steele
1711,766.0,151,4,766,American plum,Prunus,americana,Swift
1712,766.0,153,6,766,American plum,Prunus,americana,Todd
1713,766.0,157,18,766,American plum,Prunus,americana,Wabasha
1714,766.0,163,19,766,American plum,Prunus,americana,Washington
1715,766.0,165,32,766,American plum,Prunus,americana,Watonwan
1716,766.0,169,24,766,American plum,Prunus,americana,Winona
1717,766.0,171,11,766,American plum,Prunus,americana,Wright
1718,802.0,001,56,802,white oak,Quercus,alba,Aitkin
1719,802.0,003,120,802,white oak,Quercus,alba,Anoka
1720,802.0,005,2,802,white oak,Quercus,alba,Becker
1721,802.0,007,25,802,white oak,Quercus,alba,Beltrami
1722,802.0,009,2,802,white oak,Quercus,alba,Benton
1723,802.0,015,9,802,white oak,Quercus,alba,Brown
1724,802.0,017,4,802,white oak,Quercus,alba,Carlton
1725,802.0,019,1,802,white oak,Quercus,alba,Carver
1726,802.0,021,85,802,white oak,Quercus,alba,Cass
1727,802.0,025,147,802,white oak,Quercus,alba,Chisago
1728,802.0,029,11,802,white oak,Quercus,alba,Clearwater
1729,802.0,035,36,802,white oak,Quercus,alba,Crow Wing
1730,802.0,037,53,802,white oak,Quercus,alba,Dakota
1731,802.0,039,29,802,white oak,Quercus,alba,Dodge
1732,802.0,041,4,802,white oak,Quercus,alba,Douglas
1733,802.0,045,415,802,white oak,Quercus,alba,Fillmore
1734,802.0,049,105,802,white oak,Quercus,alba,Goodhue
1735,802.0,051,10,802,white oak,Quercus,alba,Grant
1736,802.0,053,2,802,white oak,Quercus,alba,Hennepin
1737,802.0,055,718,802,white oak,Quercus,alba,Houston
1738,802.0,057,4,802,white oak,Quercus,alba,Hubbard
1739,802.0,059,46,802,white oak,Quercus,alba,Isanti
1740,802.0,061,10,802,white oak,Quercus,alba,Itasca
1741,802.0,063,1,802,white oak,Quercus,alba,Jackson
1742,802.0,065,97,802,white oak,Quercus,alba,Kanabec
1743,802.0,067,4,802,white oak,Quercus,alba,Kandiyohi
1744,802.0,071,4,802,white oak,Quercus,alba,Koochiching
1745,802.0,085,1,802,white oak,Quercus,alba,McLeod
1746,802.0,087,5,802,white oak,Quercus,alba,Mahnomen
1747,802.0,095,29,802,white oak,Quercus,alba,Mille Lacs
1748,802.0,097,38,802,white oak,Quercus,alba,Morrison
1749,802.0,099,6,802,white oak,Quercus,alba,Mower
1750,802.0,103,2,802,white oak,Quercus,alba,Nicollet
1751,802.0,109,116,802,white oak,Quercus,alba,Olmsted
1752,802.0,111,29,802,white oak,Quercus,alba,Otter Tail
1753,802.0,113,1,802,white oak,Quercus,alba,Pennington
1754,802.0,115,75,802,white oak,Quercus,alba,Pine
1755,802.0,119,4,802,white oak,Quercus,alba,Polk
1756,802.0,127,4,802,white oak,Quercus,alba,Redwood
1757,802.0,129,2,802,white oak,Quercus,alba,Renville
1758,802.0,131,9,802,white oak,Quercus,alba,Rice
1759,802.0,135,2,802,white oak,Quercus,alba,Roseau
1760,802.0,139,8,802,white oak,Quercus,alba,Scott
1761,802.0,141,167,802,white oak,Quercus,alba,Sherburne
1762,802.0,143,9,802,white oak,Quercus,alba,Sibley
1763,802.0,145,24,802,white oak,Quercus,alba,Stearns
1764,802.0,147,6,802,white oak,Quercus,alba,Steele
1765,802.0,153,2,802,white oak,Quercus,alba,Todd
1766,802.0,157,131,802,white oak,Quercus,alba,Wabasha
1767,802.0,161,4,802,white oak,Quercus,alba,Waseca
1768,802.0,163,137,802,white oak,Quercus,alba,Washington
1769,802.0,169,569,802,white oak,Quercus,alba,Winona
1770,802.0,171,31,802,white oak,Quercus,alba,Wright
1771,804.0,021,8,804,swamp white oak,Quercus,bicolor,Cass
1772,804.0,037,2,804,swamp white oak,Quercus,bicolor,Dakota
1773,804.0,049,3,804,swamp white oak,Quercus,bicolor,Goodhue
1774,804.0,055,6,804,swamp white oak,Quercus,bicolor,Houston
1775,804.0,071,2,804,swamp white oak,Quercus,bicolor,Koochiching
1776,804.0,091,2,804,swamp white oak,Quercus,bicolor,Martin
1777,804.0,103,1,804,swamp white oak,Quercus,bicolor,Nicollet
1778,804.0,157,2,804,swamp white oak,Quercus,bicolor,Wabasha
1779,809.0,001,35,809,northern pin oak,Quercus,ellipsoidalis,Aitkin
1780,809.0,003,265,809,northern pin oak,Quercus,ellipsoidalis,Anoka
1781,809.0,005,60,809,northern pin oak,Quercus,ellipsoidalis,Becker
1782,809.0,007,89,809,northern pin oak,Quercus,ellipsoidalis,Beltrami
1783,809.0,009,60,809,northern pin oak,Quercus,ellipsoidalis,Benton
1784,809.0,019,10,809,northern pin oak,Quercus,ellipsoidalis,Carver
1785,809.0,021,458,809,northern pin oak,Quercus,ellipsoidalis,Cass
1786,809.0,025,123,809,northern pin oak,Quercus,ellipsoidalis,Chisago
1787,809.0,029,26,809,northern pin oak,Quercus,ellipsoidalis,Clearwater
1788,809.0,035,470,809,northern pin oak,Quercus,ellipsoidalis,Crow Wing
1789,809.0,037,37,809,northern pin oak,Quercus,ellipsoidalis,Dakota
1790,809.0,039,1,809,northern pin oak,Quercus,ellipsoidalis,Dodge
1791,809.0,041,1,809,northern pin oak,Quercus,ellipsoidalis,Douglas
1792,809.0,045,20,809,northern pin oak,Quercus,ellipsoidalis,Fillmore
1793,809.0,047,4,809,northern pin oak,Quercus,ellipsoidalis,Freeborn
1794,809.0,049,70,809,northern pin oak,Quercus,ellipsoidalis,Goodhue
1795,809.0,053,11,809,northern pin oak,Quercus,ellipsoidalis,Hennepin
1796,809.0,055,83,809,northern pin oak,Quercus,ellipsoidalis,Houston
1797,809.0,057,326,809,northern pin oak,Quercus,ellipsoidalis,Hubbard
1798,809.0,059,273,809,northern pin oak,Quercus,ellipsoidalis,Isanti
1799,809.0,061,25,809,northern pin oak,Quercus,ellipsoidalis,Itasca
1800,809.0,065,4,809,northern pin oak,Quercus,ellipsoidalis,Kanabec
1801,809.0,067,1,809,northern pin oak,Quercus,ellipsoidalis,Kandiyohi
1802,809.0,087,25,809,northern pin oak,Quercus,ellipsoidalis,Mahnomen
1803,809.0,095,14,809,northern pin oak,Quercus,ellipsoidalis,Mille Lacs
1804,809.0,097,182,809,northern pin oak,Quercus,ellipsoidalis,Morrison
1805,809.0,099,4,809,northern pin oak,Quercus,ellipsoidalis,Mower
1806,809.0,103,2,809,northern pin oak,Quercus,ellipsoidalis,Nicollet
1807,809.0,109,16,809,northern pin oak,Quercus,ellipsoidalis,Olmsted
1808,809.0,111,196,809,northern pin oak,Quercus,ellipsoidalis,Otter Tail
1809,809.0,115,70,809,northern pin oak,Quercus,ellipsoidalis,Pine
1810,809.0,119,6,809,northern pin oak,Quercus,ellipsoidalis,Polk
1811,809.0,123,3,809,northern pin oak,Quercus,ellipsoidalis,Ramsey
1812,809.0,131,33,809,northern pin oak,Quercus,ellipsoidalis,Rice
1813,809.0,137,199,809,northern pin oak,Quercus,ellipsoidalis,Saint Louis
1814,809.0,139,27,809,northern pin oak,Quercus,ellipsoidalis,Scott
1815,809.0,141,436,809,northern pin oak,Quercus,ellipsoidalis,Sherburne
1816,809.0,145,31,809,northern pin oak,Quercus,ellipsoidalis,Stearns
1817,809.0,147,13,809,northern pin oak,Quercus,ellipsoidalis,Steele
1818,809.0,153,198,809,northern pin oak,Quercus,ellipsoidalis,Todd
1819,809.0,157,57,809,northern pin oak,Quercus,ellipsoidalis,Wabasha
1820,809.0,159,165,809,northern pin oak,Quercus,ellipsoidalis,Wadena
1821,809.0,163,103,809,northern pin oak,Quercus,ellipsoidalis,Washington
1822,809.0,169,146,809,northern pin oak,Quercus,ellipsoidalis,Winona
1823,809.0,171,6,809,northern pin oak,Quercus,ellipsoidalis,Wright
1824,822.0,095,1,822,overcup oak,Quercus,lyrata,Mille Lacs
1825,823.0,001,1687,823,bur oak,Quercus,macrocarpa,Aitkin
1826,823.0,003,93,823,bur oak,Quercus,macrocarpa,Anoka
1827,823.0,005,3274,823,bur oak,Quercus,macrocarpa,Becker
1828,823.0,007,2729,823,bur oak,Quercus,macrocarpa,Beltrami
1829,823.0,009,260,823,bur oak,Quercus,macrocarpa,Benton
1830,823.0,011,35,823,bur oak,Quercus,macrocarpa,Big Stone
1831,823.0,013,164,823,bur oak,Quercus,macrocarpa,Blue Earth
1832,823.0,015,64,823,bur oak,Quercus,macrocarpa,Brown
1833,823.0,017,342,823,bur oak,Quercus,macrocarpa,Carlton
1834,823.0,019,69,823,bur oak,Quercus,macrocarpa,Carver
1835,823.0,021,3319,823,bur oak,Quercus,macrocarpa,Cass
1836,823.0,025,348,823,bur oak,Quercus,macrocarpa,Chisago
1837,823.0,027,701,823,bur oak,Quercus,macrocarpa,Clay
1838,823.0,029,1525,823,bur oak,Quercus,macrocarpa,Clearwater
1839,823.0,035,2284,823,bur oak,Quercus,macrocarpa,Crow Wing
1840,823.0,037,159,823,bur oak,Quercus,macrocarpa,Dakota
1841,823.0,039,45,823,bur oak,Quercus,macrocarpa,Dodge
1842,823.0,041,460,823,bur oak,Quercus,macrocarpa,Douglas
1843,823.0,043,44,823,bur oak,Quercus,macrocarpa,Faribault
1844,823.0,045,527,823,bur oak,Quercus,macrocarpa,Fillmore
1845,823.0,047,200,823,bur oak,Quercus,macrocarpa,Freeborn
1846,823.0,049,470,823,bur oak,Quercus,macrocarpa,Goodhue
1847,823.0,051,90,823,bur oak,Quercus,macrocarpa,Grant
1848,823.0,053,31,823,bur oak,Quercus,macrocarpa,Hennepin
1849,823.0,055,805,823,bur oak,Quercus,macrocarpa,Houston
1850,823.0,057,2568,823,bur oak,Quercus,macrocarpa,Hubbard
1851,823.0,059,240,823,bur oak,Quercus,macrocarpa,Isanti
1852,823.0,061,965,823,bur oak,Quercus,macrocarpa,Itasca
1853,823.0,063,50,823,bur oak,Quercus,macrocarpa,Jackson
1854,823.0,065,915,823,bur oak,Quercus,macrocarpa,Kanabec
1855,823.0,067,210,823,bur oak,Quercus,macrocarpa,Kandiyohi
1856,823.0,069,478,823,bur oak,Quercus,macrocarpa,Kittson
1857,823.0,071,361,823,bur oak,Quercus,macrocarpa,Koochiching
1858,823.0,073,10,823,bur oak,Quercus,macrocarpa,Lac qui Parle
1859,823.0,075,26,823,bur oak,Quercus,macrocarpa,Lake
